show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1880,TV Show,Secret Files 1701,,,India,04/27/2018,,R,4 Seasons,Sci-Fi,
1881,TV Show,Last Kingdom 102,,Actor 582,Australia,,,TV-MA,,Thriller,
1882,movie,Last Kingdom 1940,Director 37,,UK,,,TV-14,8 Season,Documentary,
1883,Movie,Midnight Tales 1359,,,United States,2018-11-09,1986.0,PG,,Drama,An emotional journey about life and relationships.
1884,MOVIE,Last Kingdom 1997,,"Actor 228, Actor 1086",Germany,26-06-2017,,TV-MA,12 Season,Sci-Fi,
1885,tv show,Love Story 787,Director 359,,,,,TV-14,12 Seasons,Horror,A gripping horror story full of twists.
1886,TV Show,Hidden Truth 879,,,Australia,,2003.0,TV-14,5 Season,Thriller,A gripping thriller story full of twists.
1887,TV Show,Love Story 186,,Actor 1921,Australia,"March 23, 2025",,TV-MA,,Sci-Fi,An emotional journey about life and relationships.
1888,MOVIE,Love Story 1916,Director 93,Actor 1978,Canada,"July 04, 2025",2002.0,R,172 min,Drama,Unexpected events change everything.
1851,MOVIE,Urban Legends 1182,,"Actor 134, Actor 1468",Australia,,2001.0,TV-14,11 Seasons,Thriller,
1890,movie,Lost City 910,,,UK,,1992.0,R,,Action,A gripping action story full of twists.
1350,movie,Dark Crime 293,Dir. 273,Actor 777,UK,,2005.0,PG,,Drama,
1892,Movie,Mystery House 1613,Dir. 275,Actor 1830,,29-04-2018,2014.0,R,,Comedy,
1893,MOVIE,Ocean Secrets 1675,,,United States,01/23/2019,1994.0,PG-13,85 min,Romance,
1894,tv show,Broken Dreams 177,,,,"January 28, 2022",,TV-MA,206 min,Romance,An emotional journey about life and relationships.
30,movie,Midnight Tales 1642,Dir. 244,"Actor 226, Actor 1370",France,"October 10, 2018",,R,42 min,Thriller,An emotional journey about life and relationships.
1896,movie,Secret Files 324,,,Germany,,,R,,Thriller,Unexpected events change everything.
1897,MOVIE,Lost City 1226,,,Australia,06/06/2019,,NR,,Sci-Fi,
1898,MOVIE,Secret Files 687,Dir. 89,,United States,,1986.0,TV-MA,175 min,Action,
1899,Movie,Hidden Truth 953,Director 349,,Germany,"March 26, 2023",2006.0,R,153 min,Documentary,
1900,movie,Midnight Tales 187,,,Australia,,,TV-14,63 min,Romance,
1901,tv show,Midnight Tales 1169,,,,04/01/2016,,R,206 min,Sci-Fi,Unexpected events change everything.
1902,TV Show,Mystery House 973,Dir. 103,,France,,2024.0,TV-MA,6 Season,Action,A gripping action story full of twists.
1903,TV Show,Love Story 1227,,,UK,,1990.0,TV-MA,1 Seasons,Sci-Fi,An emotional journey about life and relationships.
1904,TV Show,Secret Files 1373,,,Australia,,,PG-13,2 Seasons,Thriller,
1905,tv show,Midnight Tales 1366,Director 142,,UK,"June 24, 2022",2004.0,,48 min,Horror,A gripping horror story full of twists.
997,MOVIE,Broken Dreams 656,Director 400,Actor 1222,France,,,PG,,Documentary,
1907,Movie,Dark Crime 409,,Actor 1216,UK,2017-01-29,,PG-13,,Romance,
1908,MOVIE,Mystery House 1590,,,Canada,2016-05-30,2025.0,PG-13,,Comedy,
1909,tv show,Love Story 101,,Actor 959,Canada,"February 29, 2016",,PG-13,,Comedy,Unexpected events change everything.
1910,TV Show,Secret Files 1687,Director 400,,,,1992.0,NR,5 Seasons,Comedy,An emotional journey about life and relationships.
1911,movie,Hidden Truth 1009,Director 93,"Actor 71, Actor 682",Germany,16-01-2020,,PG-13,,Action,
1912,TV Show,Hidden Truth 1592,Director 490,Actor 1511,,"December 31, 2025",,R,10 Seasons,Drama,A gripping drama story full of twists.
1913,TV Show,Urban Legends 370,Director 17,,,,,NR,,Documentary,Unexpected events change everything.
1914,movie,Last Kingdom 208,,Actor 945,India,2016-08-26,2018.0,NR,2 Seasons,Action,
1915,TV Show,Mystery House 1359,Director 393,"Actor 178, Actor 1073",France,04/18/2016,1997.0,TV-14,,Drama,A gripping drama story full of twists.
1916,tv show,Secret Files 798,,Actor 1977,India,07-11-2017,2002.0,NR,11 Seasons,Action,
1917,TV Show,Urban Legends 923,Dir. 71,"Actor 188, Actor 886",Canada,2017-01-10,2016.0,,41 min,Thriller,
1918,tv show,Broken Dreams 1455,,Actor 10,Canada,,2017.0,NR,,Action,
1919,tv show,Love Story 298,,,France,2015-10-19,,TV-14,,Action,
141,TV Show,Lost City 1291,Dir. 249,"Actor 279, Actor 837",Australia,,,R,4 Season,Sci-Fi,An emotional journey about life and relationships.
1921,MOVIE,Mystery House 1073,Dir. 342,"Actor 452, Actor 1427",India,,,NR,,Action,An emotional journey about life and relationships.
1922,MOVIE,Hidden Truth 309,,Actor 1675,Germany,29-03-2023,1996.0,TV-14,188 min,Comedy,Unexpected events change everything.
1923,Movie,Silent Voices 7,Dir. 426,,,02-08-2025,2024.0,TV-14,,Documentary,An emotional journey about life and relationships.
1924,Movie,Love Story 1009,Director 84,,Australia,06/07/2017,,,,Horror,
1925,Movie,Ocean Secrets 266,Director 484,"Actor 321, Actor 1409",India,2020-08-09,,TV-14,,Drama,A gripping drama story full of twists.
1926,MOVIE,Silent Voices 1456,,"Actor 89, Actor 1305",Canada,,,NR,7 Seasons,Comedy,
1927,tv show,Broken Dreams 792,Director 307,Actor 1652,,2020-09-16,2022.0,PG,2 Season,Documentary,
1928,TV Show,Urban Legends 621,Director 118,,,"February 25, 2022",,PG-13,,Horror,Unexpected events change everything.
1929,MOVIE,Dark Crime 1541,,,,07/10/2019,1981.0,TV-MA,,Sci-Fi,
1930,TV Show,Lost City 62,,"Actor 17, Actor 1232",France,08/24/2015,,PG-13,8 Seasons,Comedy,
1931,movie,Mystery House 1562,,"Actor 188, Actor 1012",,,,NR,147 min,Sci-Fi,A gripping sci-fi story full of twists.
1932,Movie,Secret Files 1828,Dir. 72,Actor 613,Germany,,1987.0,PG,31 min,Sci-Fi,
1933,movie,Mystery House 1350,,Actor 50,,,,PG-13,,Action,An emotional journey about life and relationships.
1934,Movie,Dark Crime 1675,,,UK,,,PG-13,,Comedy,Unexpected events change everything.
1935,tv show,Last Kingdom 1258,Director 332,"Actor 416, Actor 1406",Canada,,,R,7 Season,Thriller,
1936,movie,Dark Crime 1299,Director 62,,Australia,12/22/2017,1994.0,PG-13,,Sci-Fi,
1937,MOVIE,Secret Files 1686,,,India,"March 09, 2020",,,,Horror,An emotional journey about life and relationships.
1938,tv show,Silent Voices 506,,"Actor 333, Actor 975",Canada,21-04-2017,2020.0,TV-14,97 min,Thriller,
1939,tv show,Love Story 330,Dir. 82,"Actor 101, Actor 920",Australia,"November 23, 2015",1989.0,TV-MA,104 min,Horror,Unexpected events change everything.
1940,movie,Midnight Tales 1741,,"Actor 229, Actor 990",France,03/04/2017,,,,Horror,
1941,MOVIE,Lost City 280,,Actor 1974,Canada,2015-04-16,,TV-14,,Romance,
1942,MOVIE,Hidden Truth 1374,Director 209,,United States,"December 10, 2021",,,8 Season,Horror,
1943,Movie,Ocean Secrets 442,Director 215,,France,,2023.0,PG-13,,Comedy,
1589,TV Show,Dark Crime 83,,Actor 222,United States,2021-09-21,,TV-MA,12 Season,Sci-Fi,
1945,movie,Last Kingdom 399,Dir. 468,,United States,2015-10-10,1990.0,TV-MA,133 min,Drama,
1946,tv show,Ocean Secrets 1598,Director 29,,UK,,,PG-13,72 min,Sci-Fi,A gripping sci-fi story full of twists.
1947,TV Show,Last Kingdom 1843,,"Actor 273, Actor 1313",,17-12-2024,2007.0,TV-MA,8 Season,Documentary,An emotional journey about life and relationships.
1948,Movie,Hidden Truth 1148,Dir. 346,"Actor 191, Actor 1485",India,"October 03, 2023",,NR,6 Season,Drama,
1949,Movie,Secret Files 1849,Dir. 139,Actor 1098,India,2020-03-30,,PG,143 min,Thriller,Unexpected events change everything.
1950,movie,Silent Voices 924,Director 361,"Actor 256, Actor 543",Canada,"November 27, 2017",2005.0,PG,2 Season,Documentary,An emotional journey about life and relationships.
1951,TV Show,Silent Voices 1997,Dir. 191,Actor 910,,,1983.0,,,Action,Unexpected events change everything.
1952,tv show,Silent Voices 1968,,,Canada,28-07-2017,2006.0,TV-MA,7 Season,Drama,
1953,TV Show,Secret Files 347,,"Actor 331, Actor 1197",UK,,2007.0,TV-14,186 min,Comedy,
1954,tv show,Hidden Truth 239,,Actor 1976,United States,,1998.0,TV-MA,64 min,Thriller,
1955,tv show,Lost City 1884,,,Germany,08-02-2026,,TV-14,79 min,Comedy,A gripping comedy story full of twists.
1956,TV Show,Love Story 843,,Actor 256,,"March 28, 2016",2025.0,,,Thriller,A gripping thriller story full of twists.
1957,TV Show,Urban Legends 124,,,Germany,"December 12, 2015",1999.0,TV-14,75 min,Documentary,A gripping documentary story full of twists.
1958,Movie,Lost City 1980,,"Actor 428, Actor 512",India,,2001.0,TV-MA,53 min,Thriller,
1959,movie,Hidden Truth 1128,,,Canada,2024-12-01,2021.0,TV-14,60 min,Thriller,An emotional journey about life and relationships.
1960,MOVIE,Mystery House 1553,Dir. 499,,,29-08-2020,,PG-13,121 min,Horror,
1961,movie,Mystery House 1999,,Actor 1241,India,"November 18, 2020",,PG-13,,Drama,A gripping drama story full of twists.
1962,movie,Ocean Secrets 1225,,,Germany,10/09/2019,,TV-14,62 min,Action,An emotional journey about life and relationships.
1963,TV Show,Midnight Tales 47,,"Actor 285, Actor 713",Canada,22-12-2022,,TV-14,,Sci-Fi,Unexpected events change everything.
1964,tv show,Ocean Secrets 159,,Actor 1362,Australia,,1986.0,TV-14,3 Seasons,Thriller,An emotional journey about life and relationships.
1965,movie,Hidden Truth 1479,Director 489,,,,2019.0,PG-13,51 min,Thriller,An emotional journey about life and relationships.
1966,Movie,Lost City 13,,,India,2019-01-03,2012.0,PG-13,120 min,Horror,Unexpected events change everything.
1967,movie,Dark Crime 1779,,"Actor 26, Actor 839",India,,,PG,7 Season,Documentary,
1968,Movie,Urban Legends 1309,,"Actor 168, Actor 1283",Australia,,2025.0,NR,,Comedy,Unexpected events change everything.
1969,movie,Last Kingdom 240,Director 91,,,"October 27, 2024",2003.0,,,Horror,Unexpected events change everything.
1970,movie,Mystery House 839,Director 281,Actor 1469,France,,,TV-MA,8 Season,Horror,
1971,TV Show,Lost City 1290,,,France,30-11-2025,,NR,1 Seasons,Romance,A gripping romance story full of twists.
1972,tv show,Love Story 765,Dir. 487,,Australia,01/16/2017,,NR,59 min,Romance,
1973,movie,Broken Dreams 1771,Dir. 118,,,,,PG,,Romance,A gripping romance story full of twists.
1974,tv show,Ocean Secrets 1693,Dir. 87,Actor 1800,Australia,"March 24, 2024",1998.0,TV-14,95 min,Thriller,
1975,MOVIE,Dark Crime 1174,,Actor 675,Canada,2025-09-04,,R,,Documentary,A gripping documentary story full of twists.
1976,MOVIE,Urban Legends 603,Dir. 60,Actor 803,,19-09-2021,1984.0,PG,180 min,Romance,
1977,MOVIE,Midnight Tales 1733,Director 352,Actor 1030,United States,,,TV-14,,Action,
1978,tv show,Secret Files 1491,,"Actor 421, Actor 1157",France,03/28/2018,,,12 Season,Romance,A gripping romance story full of twists.
1979,Movie,Urban Legends 1785,,"Actor 374, Actor 1046",Germany,11/25/2023,,R,216 min,Comedy,A gripping comedy story full of twists.
1980,tv show,Ocean Secrets 525,,,UK,,,TV-14,57 min,Sci-Fi,
1981,tv show,Ocean Secrets 579,Dir. 419,"Actor 145, Actor 1446",United States,,1981.0,TV-MA,163 min,Sci-Fi,A gripping sci-fi story full of twists.
1982,movie,Mystery House 767,Director 467,,UK,10/13/2019,,R,161 min,Drama,Unexpected events change everything.
1983,MOVIE,Broken Dreams 1302,Director 55,"Actor 441, Actor 637",Australia,21-08-2019,,,6 Seasons,Drama,A gripping drama story full of twists.
1984,Movie,Urban Legends 1570,,"Actor 230, Actor 747",Germany,07/30/2025,2020.0,TV-14,7 Season,Comedy,An emotional journey about life and relationships.
1985,MOVIE,Broken Dreams 807,Director 280,Actor 1760,Germany,22-11-2018,,R,122 min,Thriller,Unexpected events change everything.
1986,tv show,Mystery House 1104,Director 120,"Actor 324, Actor 589",Canada,,1993.0,TV-14,7 Seasons,Action,
1002,MOVIE,Secret Files 319,,,,,,TV-14,67 min,Drama,
1988,movie,Silent Voices 1021,,,,04-01-2018,2006.0,NR,1 Seasons,Comedy,An emotional journey about life and relationships.
1989,Movie,Midnight Tales 695,,"Actor 338, Actor 1362",Australia,,,TV-14,4 Season,Documentary,
1990,MOVIE,Urban Legends 1195,Director 497,"Actor 168, Actor 1307",United States,,2024.0,PG,7 Seasons,Action,A gripping action story full of twists.
1991,MOVIE,Secret Files 1385,,,UK,09/15/2024,,,207 min,Action,
1992,movie,Broken Dreams 1811,,,France,09/22/2016,2020.0,PG,203 min,Comedy,An emotional journey about life and relationships.
475,TV Show,Lost City 1362,Director 262,,,2017-08-25,2005.0,R,,Thriller,Unexpected events change everything.
1994,movie,Dark Crime 1498,,,,11/25/2020,2017.0,,6 Seasons,Action,
1995,Movie,Dark Crime 117,Dir. 470,"Actor 382, Actor 1309",United States,,1997.0,PG,,Sci-Fi,A gripping sci-fi story full of twists.
1996,movie,Last Kingdom 1529,,,Australia,17-08-2025,1996.0,R,,Documentary,Unexpected events change everything.
1997,MOVIE,Silent Voices 1683,Director 337,Actor 1989,Canada,,2015.0,TV-MA,211 min,Sci-Fi,An emotional journey about life and relationships.
1998,movie,Dark Crime 594,,"Actor 203, Actor 1454",Australia,,1987.0,R,8 Seasons,Thriller,An emotional journey about life and relationships.
1999,Movie,Silent Voices 895,Dir. 133,"Actor 294, Actor 1484",Australia,,,PG,,Sci-Fi,An emotional journey about life and relationships.
2000,movie,Last Kingdom 1625,Director 454,Actor 599,UK,02/28/2017,,TV-MA,74 min,Horror,Unexpected events change everything.
2001,Movie,Hidden Truth 1202,Dir. 484,"Actor 384, Actor 1448",,,,NR,10 Season,Documentary,
2002,Movie,Silent Voices 218,,,Australia,22-04-2021,,NR,,Action,Unexpected events change everything.
2003,tv show,Last Kingdom 555,,"Actor 411, Actor 849",Australia,18-12-2019,1980.0,R,1 Season,Comedy,A gripping comedy story full of twists.
2004,movie,Ocean Secrets 1208,Dir. 357,"Actor 302, Actor 1034",Australia,03/01/2017,,R,35 min,Documentary,An emotional journey about life and relationships.
1819,MOVIE,Love Story 966,Dir. 321,Actor 362,UK,07/23/2022,2012.0,PG-13,,Sci-Fi,An emotional journey about life and relationships.
2006,TV Show,Mystery House 82,,"Actor 451, Actor 530",France,,,TV-MA,,Thriller,Unexpected events change everything.
2007,MOVIE,Secret Files 487,,,United States,04/17/2017,2013.0,PG-13,135 min,Horror,
2008,Movie,Midnight Tales 248,Dir. 71,,United States,,,R,,Documentary,Unexpected events change everything.
2009,MOVIE,Secret Files 3,,,United States,,1989.0,TV-14,,Thriller,
2010,movie,Last Kingdom 698,Director 370,"Actor 380, Actor 651",,,,TV-14,58 min,Documentary,
2011,tv show,Ocean Secrets 558,,Actor 295,UK,"October 20, 2019",,PG-13,38 min,Drama,Unexpected events change everything.
2012,tv show,Last Kingdom 1431,,"Actor 72, Actor 1238",,,,,11 Seasons,Romance,
2013,tv show,Mystery House 533,Director 383,"Actor 224, Actor 656",,21-07-2015,1986.0,NR,32 min,Drama,An emotional journey about life and relationships.
2014,MOVIE,Lost City 568,,Actor 570,Australia,,,TV-MA,160 min,Action,Unexpected events change everything.
2015,tv show,Hidden Truth 627,,"Actor 408, Actor 1238",France,"August 14, 2022",2012.0,TV-14,,Action,Unexpected events change everything.
2016,tv show,Hidden Truth 357,Director 333,"Actor 59, Actor 1246",India,"May 28, 2020",2009.0,,,Thriller,A gripping thriller story full of twists.
2017,Movie,Silent Voices 906,Dir. 366,Actor 466,,31-10-2018,1983.0,PG-13,1 Seasons,Comedy,
2018,MOVIE,Lost City 912,Director 212,,Australia,2024-11-02,1989.0,R,,Romance,A gripping romance story full of twists.
2019,MOVIE,Ocean Secrets 1862,Director 174,Actor 707,,,1993.0,TV-MA,82 min,Action,An emotional journey about life and relationships.
2020,Movie,Lost City 1836,,,UK,29-05-2023,2004.0,PG-13,,Documentary,
2021,Movie,Silent Voices 54,,,,2019-11-16,1989.0,PG,110 min,Sci-Fi,An emotional journey about life and relationships.
2022,MOVIE,Silent Voices 57,Dir. 287,,,2018-03-01,,R,,Sci-Fi,An emotional journey about life and relationships.
2023,TV Show,Mystery House 1510,Director 167,,Germany,15-05-2023,,PG-13,7 Seasons,Action,
2024,MOVIE,Ocean Secrets 221,,,,11/04/2017,,PG,,Comedy,
2025,Movie,Last Kingdom 1108,Director 102,"Actor 292, Actor 1309",Australia,"August 06, 2018",,PG,,Horror,
2026,tv show,Urban Legends 1695,Dir. 152,,United States,,,TV-MA,3 Season,Sci-Fi,An emotional journey about life and relationships.
2015,movie,Love Story 1814,Dir. 499,"Actor 285, Actor 1460",,"January 20, 2021",1986.0,PG,93 min,Horror,
2028,movie,Hidden Truth 1997,,,India,,2013.0,PG-13,,Romance,
2029,TV Show,Lost City 1213,,Actor 1895,Germany,,2010.0,PG,183 min,Sci-Fi,Unexpected events change everything.
2030,MOVIE,Ocean Secrets 454,Director 108,,,2023-10-04,2004.0,TV-MA,2 Seasons,Sci-Fi,Unexpected events change everything.
2031,tv show,Dark Crime 519,,"Actor 301, Actor 1042",,,,PG-13,60 min,Action,
2032,movie,Urban Legends 1741,Director 110,"Actor 315, Actor 1395",Australia,07/11/2019,,TV-14,4 Season,Sci-Fi,Unexpected events change everything.
1192,tv show,Lost City 1346,,,United States,03/23/2023,2007.0,TV-14,,Horror,An emotional journey about life and relationships.
2034,tv show,Broken Dreams 371,,"Actor 461, Actor 675",Canada,,2011.0,R,,Drama,A gripping drama story full of twists.
2035,movie,Lost City 1358,Director 115,,United States,"June 17, 2021",,TV-MA,8 Seasons,Romance,An emotional journey about life and relationships.
2036,tv show,Last Kingdom 993,,"Actor 475, Actor 735",India,,2021.0,R,12 Season,Sci-Fi,An emotional journey about life and relationships.
548,TV Show,Love Story 510,Dir. 108,,France,,1999.0,TV-MA,11 Seasons,Action,An emotional journey about life and relationships.
2038,tv show,Lost City 1989,,,,,1984.0,TV-MA,,Comedy,
2039,MOVIE,Urban Legends 1265,Director 150,,,,,TV-14,8 Season,Action,
2040,Movie,Love Story 165,,,Canada,,,PG-13,3 Season,Drama,
2041,tv show,Last Kingdom 732,Director 425,"Actor 269, Actor 1041",Germany,2015-05-03,,TV-MA,61 min,Sci-Fi,A gripping sci-fi story full of twists.
2042,movie,Last Kingdom 276,,,,31-05-2021,,TV-14,66 min,Action,
2043,tv show,Love Story 323,Director 20,,France,2018-04-10,,PG-13,11 Season,Action,
2044,Movie,Urban Legends 77,Dir. 305,Actor 423,Canada,01-04-2024,,NR,,Drama,Unexpected events change everything.
2045,Movie,Hidden Truth 688,,,,2022-02-07,2004.0,PG,210 min,Documentary,An emotional journey about life and relationships.
2046,Movie,Silent Voices 588,Director 246,Actor 1294,India,09/16/2016,,NR,,Sci-Fi,A gripping sci-fi story full of twists.
22,Movie,Last Kingdom 1152,Director 31,Actor 513,France,13-07-2025,2009.0,TV-14,,Drama,An emotional journey about life and relationships.
2048,TV Show,Hidden Truth 727,Director 443,,Australia,,2000.0,TV-MA,,Sci-Fi,
2049,movie,Love Story 367,,,Canada,2025-11-25,,TV-MA,8 Season,Comedy,
1002,TV Show,Lost City 1396,Director 125,,,05/21/2015,,TV-14,,Thriller,
2051,Movie,Silent Voices 1702,Director 158,,,2016-03-05,1986.0,PG-13,136 min,Comedy,
2052,MOVIE,Secret Files 1886,Dir. 436,,Australia,,1984.0,TV-MA,6 Season,Romance,Unexpected events change everything.
2053,Movie,Dark Crime 75,Director 41,"Actor 258, Actor 558",Australia,11/26/2015,1987.0,TV-MA,7 Seasons,Thriller,Unexpected events change everything.
2054,MOVIE,Mystery House 1103,Director 116,Actor 949,,27-07-2024,,TV-MA,10 Season,Drama,An emotional journey about life and relationships.
2055,movie,Silent Voices 217,,Actor 1015,,29-08-2019,,TV-MA,186 min,Drama,
2056,Movie,Ocean Secrets 1567,,,United States,2016-06-10,2014.0,PG,9 Season,Horror,An emotional journey about life and relationships.
2057,tv show,Silent Voices 1852,,,,2023-07-11,2014.0,TV-14,93 min,Horror,
2058,tv show,Urban Legends 1169,,,France,09/05/2018,1985.0,TV-MA,7 Season,Documentary,Unexpected events change everything.
